2015-11-11 14:49:52,022 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: maksimenko:tellocal:0.0.1-SNAPSHOT @ D:\Dropbox\My\Java\EE\TelLocalEE\tellocal\pom.xml.
2015-12-03 09:18:36,103 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-build-config/7.2.0.Final/jboss-as-build-config-7.2.0.Final.pom
2015-12-03 09:18:36,173 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/modules/jboss-modules/1.2.0.CR1/jboss-modules-1.2.0.CR1.pom
2015-12-03 09:18:36,273 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/modules/jboss-modules/1.2.0.CR1/jboss-modules-1.2.0.CR1.pom
2015-12-03 09:18:36,343 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/msc/jboss-msc/1.0.4.GA/jboss-msc-1.0.4.GA.pom
2015-12-03 09:18:36,415 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/msc/jboss-msc/1.0.4.GA/jboss-msc-1.0.4.GA.pom
2015-12-03 09:18:36,485 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/staxmapper/1.1.0.Final/staxmapper-1.1.0.Final.pom
2015-12-03 09:18:36,555 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/staxmapper/1.1.0.Final/staxmapper-1.1.0.Final.pom
2015-12-03 09:18:36,616 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-domain-http-interface/7.2.0.Final/jboss-as-domain-http-interface-7.2.0.Final.pom
2015-12-03 09:18:36,707 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-domain-http-interface/7.2.0.Final/jboss-as-domain-http-interface-7.2.0.Final.pom
2015-12-03 09:18:36,767 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-domain-http/7.2.0.Final/jboss-as-domain-http-7.2.0.Final.pom
2015-12-03 09:18:36,817 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-domain-http/7.2.0.Final/jboss-as-domain-http-7.2.0.Final.pom
2015-12-03 09:18:36,889 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-domain-management/7.2.0.Final/jboss-as-domain-management-7.2.0.Final.pom
2015-12-03 09:18:36,949 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-domain-management/7.2.0.Final/jboss-as-domain-management-7.2.0.Final.pom
2015-12-03 09:18:37,031 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/jboss-common-core/2.2.17.GA/jboss-common-core-2.2.17.GA.pom
2015-12-03 09:18:37,091 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/jboss-common-core/2.2.17.GA/jboss-common-core-2.2.17.GA.pom
2015-12-03 09:18:37,151 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/jboss-parent/4.0.CR1/jboss-parent-4.0.CR1.pom
2015-12-03 09:18:37,221 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/jboss-parent/4.0.CR1/jboss-parent-4.0.CR1.pom
2015-12-03 09:18:37,311 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/com/sun/httpserver/httpserver/1.0.1.Final/httpserver-1.0.1.Final.pom
2015-12-03 09:18:37,541 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repository.jboss.org/nexus/content/groups/public/org/jboss/com/sun/httpserver/httpserver/1.0.1.Final/httpserver-1.0.1.Final.pom
2015-12-03 09:18:37,951 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.jboss.org/nexus/content/groups/public/org/jboss/com/sun/httpserver/httpserver/1.0.1.Final/httpserver-1.0.1.Final.pom
2015-12-03 09:18:38,141 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-deployment-repository/7.2.0.Final/jboss-as-deployment-repository-7.2.0.Final.pom
2015-12-03 09:18:38,191 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-deployment-repository/7.2.0.Final/jboss-as-deployment-repository-7.2.0.Final.pom
2015-12-03 09:18:38,263 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-platform-mbean/7.2.0.Final/jboss-as-platform-mbean-7.2.0.Final.pom
2015-12-03 09:18:38,363 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-platform-mbean/7.2.0.Final/jboss-as-platform-mbean-7.2.0.Final.pom
2015-12-03 09:18:38,495 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-process-controller/7.2.0.Final/jboss-as-process-controller-7.2.0.Final.pom
2015-12-03 09:18:38,595 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-process-controller/7.2.0.Final/jboss-as-process-controller-7.2.0.Final.pom
2015-12-03 09:18:38,667 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-version/7.2.0.Final/jboss-as-version-7.2.0.Final.pom
2015-12-03 09:18:38,717 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-version/7.2.0.Final/jboss-as-version-7.2.0.Final.pom
2015-12-03 09:18:38,799 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/logmanager/jboss-logmanager/1.4.0.Final/jboss-logmanager-1.4.0.Final.pom
2015-12-03 09:18:38,879 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/logmanager/jboss-logmanager/1.4.0.Final/jboss-logmanager-1.4.0.Final.pom
2015-12-03 09:18:38,939 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-remoting/7.2.0.Final/jboss-as-remoting-7.2.0.Final.pom
2015-12-03 09:18:39,019 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-remoting/7.2.0.Final/jboss-as-remoting-7.2.0.Final.pom
2015-12-03 09:18:39,291 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-network/7.2.0.Final/jboss-as-network-7.2.0.Final.pom
2015-12-03 09:18:39,371 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-network/7.2.0.Final/jboss-as-network-7.2.0.Final.pom
2015-12-03 09:18:39,461 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/jandex/1.0.3.Final/jandex-1.0.3.Final.pom
2015-12-03 09:18:39,541 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/jandex/1.0.3.Final/jandex-1.0.3.Final.pom
2015-12-03 09:18:39,621 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/invocation/jboss-invocation/1.1.1.Final/jboss-invocation-1.1.1.Final.pom
2015-12-03 09:18:39,841 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repository.jboss.org/nexus/content/groups/public/org/jboss/invocation/jboss-invocation/1.1.1.Final/jboss-invocation-1.1.1.Final.pom
2015-12-03 09:18:40,111 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.jboss.org/nexus/content/groups/public/org/jboss/invocation/jboss-invocation/1.1.1.Final/jboss-invocation-1.1.1.Final.pom
2015-12-03 09:18:40,333 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/logmanager/log4j-jboss-logmanager/1.0.1.Final/log4j-jboss-logmanager-1.0.1.Final.pom
2015-12-03 09:18:40,425 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/logmanager/log4j-jboss-logmanager/1.0.1.Final/log4j-jboss-logmanager-1.0.1.Final.pom
2015-12-03 09:18:40,477 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/logmanager/jboss-logmanager/1.3.0.Final/jboss-logmanager-1.3.0.Final.pom
2015-12-03 09:18:40,567 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/logmanager/jboss-logmanager/1.3.0.Final/jboss-logmanager-1.3.0.Final.pom
2015-12-03 09:18:40,647 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/stdio/jboss-stdio/1.0.1.GA/jboss-stdio-1.0.1.GA.pom
2015-12-03 09:18:40,977 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repository.jboss.org/nexus/content/groups/public/org/jboss/stdio/jboss-stdio/1.0.1.GA/jboss-stdio-1.0.1.GA.pom
2015-12-03 09:18:41,207 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.jboss.org/nexus/content/groups/public/org/jboss/stdio/jboss-stdio/1.0.1.GA/jboss-stdio-1.0.1.GA.pom
2015-12-03 09:18:41,429 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-jmx/7.2.0.Final/jboss-as-jmx-7.2.0.Final.pom
2015-12-03 09:18:41,569 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-jmx/7.2.0.Final/jboss-as-jmx-7.2.0.Final.pom
2015-12-03 09:18:41,799 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/remotingjmx/remoting-jmx/1.1.0.Final/remoting-jmx-1.1.0.Final.pom
2015-12-03 09:18:41,949 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/remotingjmx/remoting-jmx/1.1.0.Final/remoting-jmx-1.1.0.Final.pom
2015-12-03 09:18:42,049 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/logging/jboss-logging-processor/1.1.0.Final/jboss-logging-processor-1.1.0.Final.pom
2015-12-03 09:18:42,129 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/logging/jboss-logging-processor/1.1.0.Final/jboss-logging-processor-1.1.0.Final.pom
2015-12-03 09:18:42,209 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/jdeparser/jdeparser/1.0.0.Final/jdeparser-1.0.0.Final.pom
2015-12-03 09:18:42,389 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/jdeparser/jdeparser/1.0.0.Final/jdeparser-1.0.0.Final.pom
2015-12-03 09:18:42,469 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling-river/1.3.16.GA/jboss-marshalling-river-1.3.16.GA.pom
2015-12-03 09:18:42,629 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling-river/1.3.16.GA/jboss-marshalling-river-1.3.16.GA.pom
2015-12-03 09:18:42,729 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/remoting3/jboss-remoting/3.2.12.GA/jboss-remoting-3.2.12.GA.pom
2015-12-03 09:18:42,789 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/remoting3/jboss-remoting/3.2.12.GA/jboss-remoting-3.2.12.GA.pom
2015-12-03 09:18:42,879 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-naming/7.2.0.Final/jboss-as-naming-7.2.0.Final.pom
2015-12-03 09:18:42,939 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/as/jboss-as-naming/7.2.0.Final/jboss-as-naming-7.2.0.Final.pom
2015-12-03 09:18:42,999 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/jboss-remote-naming/1.0.5.Final/jboss-remote-naming-1.0.5.Final.pom
2015-12-03 09:18:43,071 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/jboss-remote-naming/1.0.5.Final/jboss-remote-naming-1.0.5.Final.pom
2015-12-03 09:18:43,141 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/jboss-ejb-client/1.0.0.Final/jboss-ejb-client-1.0.0.Final.pom
2015-12-03 09:18:43,191 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/jboss-ejb-client/1.0.0.Final/jboss-ejb-client-1.0.0.Final.pom
2015-12-03 09:18:43,253 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling/1.3.0.GA/jboss-marshalling-1.3.0.GA.pom
2015-12-03 09:18:43,313 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling/1.3.0.GA/jboss-marshalling-1.3.0.GA.pom
2015-12-03 09:18:43,372 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling-parent/1.3.0.GA/jboss-marshalling-parent-1.3.0.GA.pom
2015-12-03 09:18:43,455 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling-parent/1.3.0.GA/jboss-marshalling-parent-1.3.0.GA.pom
2015-12-03 09:18:43,510 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-api/3.0.0.GA/xnio-api-3.0.0.GA.pom
2015-12-03 09:18:43,587 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-api/3.0.0.GA/xnio-api-3.0.0.GA.pom
2015-12-03 09:18:43,667 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-all/3.0.0.GA/xnio-all-3.0.0.GA.pom
2015-12-03 09:18:43,727 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-all/3.0.0.GA/xnio-all-3.0.0.GA.pom
2015-12-03 09:18:43,789 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/remoting3/jboss-remoting/3.2.0.CR9/jboss-remoting-3.2.0.CR9.pom
2015-12-03 09:18:43,899 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/remoting3/jboss-remoting/3.2.0.CR9/jboss-remoting-3.2.0.CR9.pom
2015-12-03 09:18:43,959 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/logging/jboss-logging/3.1.0.Beta3/jboss-logging-3.1.0.Beta3.pom
2015-12-03 09:18:44,041 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/logging/jboss-logging/3.1.0.Beta3/jboss-logging-3.1.0.Beta3.pom
2015-12-03 09:18:44,131 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/jboss-parent/6/jboss-parent-6.pom
2015-12-03 09:18:44,231 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/jboss-parent/6/jboss-parent-6.pom
2015-12-03 09:18:44,301 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling-river/1.3.0.GA/jboss-marshalling-river-1.3.0.GA.pom
2015-12-03 09:18:44,351 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/marshalling/jboss-marshalling-river/1.3.0.GA/jboss-marshalling-river-1.3.0.GA.pom
2015-12-03 09:18:44,423 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/remoting3/jboss-remoting/3.2.7.GA/jboss-remoting-3.2.7.GA.pom
2015-12-03 09:18:44,543 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/remoting3/jboss-remoting/3.2.7.GA/jboss-remoting-3.2.7.GA.pom
2015-12-03 09:18:44,605 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-api/3.0.3.GA/xnio-api-3.0.3.GA.pom
2015-12-03 09:18:44,715 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-api/3.0.3.GA/xnio-api-3.0.3.GA.pom
2015-12-03 09:18:44,765 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-all/3.0.3.GA/xnio-all-3.0.3.GA.pom
2015-12-03 09:18:44,905 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/xnio/xnio-all/3.0.3.GA/xnio-all-3.0.3.GA.pom
2015-12-03 09:18:44,965 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/sasl/jboss-sasl/1.0.0.Final/jboss-sasl-1.0.0.Final.pom
2015-12-03 09:18:45,125 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/sasl/jboss-sasl/1.0.0.Final/jboss-sasl-1.0.0.Final.pom
2015-12-03 09:18:45,195 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/osgi/spi/jbosgi-spi/3.2.0.Final/jbosgi-spi-3.2.0.Final.pom
2015-12-03 09:18:46,595 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/spi/jbosgi-spi/3.2.0.Final/jbosgi-spi-3.2.0.Final.pom
2015-12-03 09:18:46,985 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/spi/jbosgi-spi/3.2.0.Final/jbosgi-spi-3.2.0.Final.pom
2015-12-03 09:18:47,245 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/osgi/vfs/jbosgi-vfs30/1.2.0.Final/jbosgi-vfs30-1.2.0.Final.pom
2015-12-03 09:18:47,565 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/vfs/jbosgi-vfs30/1.2.0.Final/jbosgi-vfs30-1.2.0.Final.pom
2015-12-03 09:18:47,785 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/vfs/jbosgi-vfs30/1.2.0.Final/jbosgi-vfs30-1.2.0.Final.pom
2015-12-03 09:18:48,079 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/osgi/vfs/jbosgi-vfs-parent/1.2.0.Final/jbosgi-vfs-parent-1.2.0.Final.pom
2015-12-03 09:18:48,549 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/vfs/jbosgi-vfs-parent/1.2.0.Final/jbosgi-vfs-parent-1.2.0.Final.pom
2015-12-03 09:18:49,099 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/vfs/jbosgi-vfs-parent/1.2.0.Final/jbosgi-vfs-parent-1.2.0.Final.pom
2015-12-03 09:18:49,289 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/osgi/vfs/jbosgi-vfs/1.2.0.Final/jbosgi-vfs-1.2.0.Final.pom
2015-12-03 09:18:49,619 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/vfs/jbosgi-vfs/1.2.0.Final/jbosgi-vfs-1.2.0.Final.pom
2015-12-03 09:18:49,909 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.jboss.org/nexus/content/groups/public/org/jboss/osgi/vfs/jbosgi-vfs/1.2.0.Final/jbosgi-vfs-1.2.0.Final.pom
2015-12-03 09:18:50,209 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-impl-maven/2.0.0/shrinkwrap-resolver-impl-maven-2.0.0.pom
2015-12-03 09:18:50,329 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-impl-maven/2.0.0/shrinkwrap-resolver-impl-maven-2.0.0.pom
2015-12-03 09:18:50,419 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-parent/2.0.0/shrinkwrap-resolver-parent-2.0.0.pom
2015-12-03 09:18:50,519 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-parent/2.0.0/shrinkwrap-resolver-parent-2.0.0.pom
2015-12-03 09:18:50,599 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-api-maven/2.0.0/shrinkwrap-resolver-api-maven-2.0.0.pom
2015-12-03 09:18:50,679 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-api-maven/2.0.0/shrinkwrap-resolver-api-maven-2.0.0.pom
2015-12-03 09:18:50,739 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-api/2.0.0/shrinkwrap-resolver-api-2.0.0.pom
2015-12-03 09:18:50,799 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-api/2.0.0/shrinkwrap-resolver-api-2.0.0.pom
2015-12-03 09:18:50,869 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-spi-maven/2.0.0/shrinkwrap-resolver-spi-maven-2.0.0.pom
2015-12-03 09:18:50,949 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/jboss/shrinkwrap/resolver/shrinkwrap-resolver-spi-maven/2.0.0/shrinkwrap-resolver-spi-maven-2.0.0.pom
